,paragraf,inkraftdatum,length
4142,§ 48 Arbeits- und Sozialgerichtsgesetz,1987-01-01,259.0
4143,§ 49 Arbeits- und Sozialgerichtsgesetz,1987-01-01,176.0
4144,§ 50 Arbeits- und Sozialgerichtsgesetz,1987-01-01,1411.0
4145,§ 51 Arbeits- und Sozialgerichtsgesetz,1987-01-01,837.0
4146,§ 52 Arbeits- und Sozialgerichtsgesetz,1987-01-01,745.0
4147,§ 53 Arbeits- und Sozialgerichtsgesetz,1987-01-01,645.0
4148,§ 54 Arbeits- und Sozialgerichtsgesetz,1987-01-01,2261.0
4149,§ 55 Arbeits- und Sozialgerichtsgesetz,1987-01-01,220.0
4150,§ 56 Arbeits- und Sozialgerichtsgesetz,1987-01-01,218.0
4151,§ 57 Arbeits- und Sozialgerichtsgesetz,1987-01-01,220.0
4152,§ 58 Arbeits- und Sozialgerichtsgesetz,1987-01-01,411.0
4153,§ 59 Arbeits- und Sozialgerichtsgesetz,1987-01-01,1251.0
4154,§ 60 Arbeits- und Sozialgerichtsgesetz,1987-01-01,253.0
4155,§ 61 Arbeits- und Sozialgerichtsgesetz,1987-01-01,1147.0
4156,§ 62 Arbeits- und Sozialgerichtsgesetz,1987-01-01,1393.0
4157,§ 63 Arbeits- und Sozialgerichtsgesetz,1987-01-01,1030.0
4158,§ 64 Arbeits- und Sozialgerichtsgesetz,1987-01-01,175.0
4159,§ 65 Arbeits- und Sozialgerichtsgesetz,1987-01-01,1810.0
4160,§ 66 Arbeits- und Sozialgerichtsgesetz,1987-01-01,305.0
4161,§ 67 Arbeits- und Sozialgerichtsgesetz,1987-01-01,1169.0
4162,§ 68 Arbeits- und Sozialgerichtsgesetz,1987-01-01,399.0
4163,§ 69 Arbeits- und Sozialgerichtsgesetz,1987-01-01,296.0
4164,§ 70 Arbeits- und Sozialgerichtsgesetz,1987-01-01,684.0
4165,§ 71 Arbeits- und Sozialgerichtsgesetz,1987-01-01,1273.0
4166,§ 72 Arbeits- und Sozialgerichtsgesetz,1987-01-01,1077.0
4167,§ 73 Arbeits- und Sozialgerichtsgesetz,1987-01-01,213.0
4168,Art. 1 § 35 Abfallwirtschaftsgesetz,1988-01-01,4699.0
4169,§ 1 Abgabe auf bestimmte Stärkeerzeugnisse,1988-01-01,5435.0
4170,§ 3 Abgabe auf bestimmte Stärkeerzeugnisse,1988-01-01,1442.0
4171,§ 4 Abgabe auf bestimmte Stärkeerzeugnisse,1988-01-01,838.0
4172,§ 12 Abgabe auf bestimmte Stärkeerzeugnisse,1988-01-01,126.0
4173,§ 13 Abgabe auf bestimmte Stärkeerzeugnisse,1988-01-01,262.0
4174,Art. 2 Abgabe von Zuwendungen,1988-12-31,961.0
4175,Art. 2 Abgabe von Zuwendungen,1988-12-31,146.0
4176,§ 5 Abgabenverwaltungsorganisationsgesetz,1988-01-01,3356.0
4177,§ 7 Abgabenverwaltungsorganisationsgesetz,1988-01-01,1500.0
4178,§ 8 Abgabenverwaltungsorganisationsgesetz,1988-01-01,1955.0
4179,§ 9 Abgabenverwaltungsorganisationsgesetz,1988-01-01,437.0
4180,§ 14 Abgabenverwaltungsorganisationsgesetz,1988-01-01,5039.0
4181,§ 1 Afrikanische Entwicklungsbank - Kapitalanteile,1988-07-30,358.0
4182,§ 2 Afrikanische Entwicklungsbank - Kapitalanteile,1988-07-30,95.0
4183,§ 1 Afrikanischer Entwicklungsfonds - Beitrag,1988-12-21,133.0
4184,§ 2 Afrikanischer Entwicklungsfonds - Beitrag,1988-12-21,95.0
4185,§ 2 Akademie-Organisationsgesetz 1988,1988-10-01,835.0
4186,§ 3 Akademie-Organisationsgesetz 1988,1988-10-01,1250.0
4187,§ 4 Akademie-Organisationsgesetz 1988,1988-10-01,3530.0
4188,§ 6 Akademie-Organisationsgesetz 1988,1988-10-01,308.0
4189,§ 8 Akademie-Organisationsgesetz 1988,1988-10-01,391.0
4190,§ 10 Akademie-Organisationsgesetz 1988,1988-10-01,143.0
4191,§ 12 Akademie-Organisationsgesetz 1988,1988-10-01,1783.0
4192,§ 15 Akademie-Organisationsgesetz 1988,1988-10-01,554.0
4193,§ 24 Akademie-Organisationsgesetz 1988,1988-10-01,983.0
4194,§ 25 Akademie-Organisationsgesetz 1988,1988-10-01,444.0
4195,§ 26 Akademie-Organisationsgesetz 1988,1988-10-01,133.0
4196,§ 28 Akademie-Organisationsgesetz 1988,1988-03-01,498.0
4197,§ 29 Akademie-Organisationsgesetz 1988,1988-10-01,1300.0
4198,§ 30 Akademie-Organisationsgesetz 1988,1988-10-01,177.0
4199,§ 32 Akademie-Organisationsgesetz 1988,1988-10-01,520.0
4200,§ 33 Akademie-Organisationsgesetz 1988,1988-10-01,6629.0
4201,§ 34 Akademie-Organisationsgesetz 1988,1988-10-01,1396.0
4202,§ 35 Akademie-Organisationsgesetz 1988,1988-10-01,1089.0
4203,§ 36 Akademie-Organisationsgesetz 1988,1988-10-01,3684.0
4204,§ 38 Akademie-Organisationsgesetz 1988,1988-10-01,5365.0
4205,§ 39 Akademie-Organisationsgesetz 1988,1988-10-01,995.0
4206,§ 40 Akademie-Organisationsgesetz 1988,1988-10-01,2435.0
4207,§ 41 Akademie-Organisationsgesetz 1988,1988-10-01,1167.0
4208,§ 42 Akademie-Organisationsgesetz 1988,1988-10-01,2134.0
4209,§ 43 Akademie-Organisationsgesetz 1988,1988-10-01,715.0
4210,§ 44 Akademie-Organisationsgesetz 1988,1988-10-01,1003.0
4211,§ 45 Akademie-Organisationsgesetz 1988,1988-10-01,1497.0
4212,§ 46 Akademie-Organisationsgesetz 1988,1988-10-01,1073.0
4213,§ 47 Akademie-Organisationsgesetz 1988,1988-10-01,886.0
4214,§ 48 Akademie-Organisationsgesetz 1988,1988-10-01,167.0
4215,§ 49 Akademie-Organisationsgesetz 1988,1988-10-01,5751.0
4216,§ 50 Akademie-Organisationsgesetz 1988,1988-10-01,850.0
4217,§ 51 Akademie-Organisationsgesetz 1988,1988-10-01,163.0
4218,§ 54 Akademie-Organisationsgesetz 1988,1988-10-01,1806.0
4219,§ 55 Akademie-Organisationsgesetz 1988,1988-10-01,1619.0
4220,§ 57 Akademie-Organisationsgesetz 1988,1988-10-01,1393.0
4221,§ 58 Akademie-Organisationsgesetz 1988,1988-10-01,165.0
4222,§ 59 Akademie-Organisationsgesetz 1988,1988-10-01,6800.0
4223,§ 61 Akademie-Organisationsgesetz 1988,1988-10-01,1668.0
4224,§ 62 Akademie-Organisationsgesetz 1988,1988-10-01,504.0
4225,§ 63 Akademie-Organisationsgesetz 1988,1988-10-01,450.0
4226,§ 64 Akademie-Organisationsgesetz 1988,1988-10-01,421.0
4227,§ 65 Akademie-Organisationsgesetz 1988,1988-10-01,317.0
4228,§ 66 Akademie-Organisationsgesetz 1988,1988-10-01,855.0
4229,§ 67 Akademie-Organisationsgesetz 1988,1988-10-01,420.0
4230,§ 68 Akademie-Organisationsgesetz 1988,1988-10-01,118.0
4231,§ 69 Akademie-Organisationsgesetz 1988,1988-10-01,586.0
4232,§ 71 Akademie-Organisationsgesetz 1988,1988-10-01,3900.0
4233,§ 72 Akademie-Organisationsgesetz 1988,1988-10-01,420.0
4234,§ 73 Akademie-Organisationsgesetz 1988,1988-10-01,127.0
4235,§ 4 Alkoholabgabegesetz 1973,1988-01-01,1905.0
4236,§ 5 Alkoholabgabegesetz 1973,1988-07-30,327.0
4237,§ 7 Alkoholabgabegesetz 1973,1988-07-30,1712.0
4238,§ 13 Alkoholabgabegesetz 1973,1988-01-01,994.0
4239,Art. 2 Alkoholabgabegesetz 1973,1988-07-30,505.0
4240,§ 285a Allgemeines bürgerliches Gesetzbuch,1988-07-01,204.0
4241,§ 1332a Allgemeines bürgerliches Gesetzbuch,1988-07-01,279.0
4242,§ 58a Allgemeines Sozialversicherungsgesetz,1988-07-01,2599.0
4243,§ 150a Allgemeines Sozialversicherungsgesetz,1988-01-01,683.0
4244,§ 220 Allgemeines Sozialversicherungsgesetz,1988-01-01,529.0
4245,§ 325 Allgemeines Sozialversicherungsgesetz,1988-01-01,544.0
4246,§ 326 Allgemeines Sozialversicherungsgesetz,1988-01-01,589.0
4247,Art. 4 Allgemeines Sozialversicherungsgesetz,1988-01-01,8034.0
4248,Art. 6 Allgemeines Sozialversicherungsgesetz,1988-01-01,11456.0
4249,Art. 7 Allgemeines Sozialversicherungsgesetz,1988-01-01,3306.0
4250,Art. 8 Allgemeines Sozialversicherungsgesetz,1988-01-01,5326.0
4251,Art. 10 Allgemeines Sozialversicherungsgesetz,1988-01-01,2059.0
4252,§ 34 Antidumpinggesetz 1985,1988-01-01,937.0
4253,§ 41 Antidumpinggesetz 1985,1988-01-01,90.0
4254,§ 42 Antidumpinggesetz 1985,1988-01-01,800.0
4255,§ 1 Arbeitskräfteüberlassungsgesetz,1988-07-01,1855.0
4256,§ 2 Arbeitskräfteüberlassungsgesetz,1988-07-01,667.0
4257,§ 3 Arbeitskräfteüberlassungsgesetz,1988-07-01,605.0
4258,§ 4 Arbeitskräfteüberlassungsgesetz,1988-07-01,874.0
4259,§ 5 Arbeitskräfteüberlassungsgesetz,1988-07-01,477.0
4260,§ 6 Arbeitskräfteüberlassungsgesetz,1988-07-01,744.0
4261,§ 7 Arbeitskräfteüberlassungsgesetz,1988-07-01,386.0
4262,§ 8 Arbeitskräfteüberlassungsgesetz,1988-07-01,406.0
4263,§ 9 Arbeitskräfteüberlassungsgesetz,1988-07-01,140.0
4264,§ 10 Arbeitskräfteüberlassungsgesetz,1988-07-01,1823.0
4265,§ 11 Arbeitskräfteüberlassungsgesetz,1988-07-01,2094.0
4266,§ 12 Arbeitskräfteüberlassungsgesetz,1988-07-01,584.0
4267,§ 13 Arbeitskräfteüberlassungsgesetz,1988-07-01,1413.0
4268,Art. 1 1 Groschen – Scheidemünze,1989-01-01,1057.0
4269,Art. 1 1 Schilling – Scheidemünze,1989-01-01,939.0
4270,Art. 1 10 Groschen – Scheidemünze,1989-01-01,1120.0
4271,Art. 1 10 Groschen – Scheidemünze (Zink) – Einziehung,1989-01-01,510.0
4272,§ 1 10 Schilling (automatensicher) – Einziehung 10 S (Silber),1989-01-01,388.0
4273,§ 2 10 Schilling (automatensicher) – Einziehung 10 S (Silber),1989-01-01,545.0
4274,§ 3 10 Schilling (automatensicher) – Einziehung 10 S (Silber),1989-01-01,362.0
4275,§ 4 10 Schilling (automatensicher) – Einziehung 10 S (Silber),1989-01-01,525.0
4276,§ 5 10 Schilling (automatensicher) – Einziehung 10 S (Silber),1989-01-01,97.0
4277,Anl. 1 10 Schilling (automatensicher) – Einziehung 10 S (Silber),1989-01-01,25.0
4278,§ 1 100 S – 1000 Jahre Kärnten,1989-01-01,125.0
4279,§ 2 100 S – 1000 Jahre Kärnten,1989-01-01,303.0
4280,§ 3 100 S – 1000 Jahre Kärnten,1989-01-01,537.0
4281,§ 1 100 S - 1100 Jahre Villach,1989-01-01,154.0
4282,§ 2 100 S - 1100 Jahre Villach,1989-01-01,303.0
4283,§ 3 100 S - 1100 Jahre Villach,1989-01-01,618.0
4284,§ 1 100 S - 1200 Jahre Stift Kremsmünster,1989-01-01,140.0
4285,§ 2 100 S - 1200 Jahre Stift Kremsmünster,1989-01-01,303.0
4286,§ 3 100 S - 1200 Jahre Stift Kremsmünster,1989-01-01,547.0
4287,§ 1 100 S - 175. Geburtstag von Johann Nestroy,1989-01-01,148.0
4288,§ 2 100 S - 175. Geburtstag von Johann Nestroy,1989-01-01,303.0
4289,§ 3 100 S - 175. Geburtstag von Johann Nestroy,1989-01-01,504.0
4290,§ 1 100 S - 20 Jahre Staatsvertrag,1989-01-01,164.0
4291,§ 2 100 S - 20 Jahre Staatsvertrag,1989-01-01,303.0
4292,§ 3 100 S - 20 Jahre Staatsvertrag,1989-01-01,681.0
4293,§ 1 100 S - 200 Jahre Burgtheater,1989-01-01,131.0
4294,§ 2 100 S - 200 Jahre Burgtheater,1989-01-01,303.0
4295,§ 3 100 S - 200 Jahre Burgtheater,1989-01-01,607.0
4296,§ 1 100 S - 200 Jahre Innviertel bei Österreich,1989-01-01,148.0
4297,§ 2 100 S - 200 Jahre Innviertel bei Österreich,1989-01-01,303.0
4298,§ 3 100 S - 200 Jahre Innviertel bei Österreich,1989-01-01,527.0
4299,§ 1 100 S - 50 Jahre Schilling,1989-01-01,184.0
4300,§ 2 100 S - 50 Jahre Schilling,1989-01-01,303.0
4301,§ 3 100 S - 50 Jahre Schilling,1989-01-01,821.0
4302,§ 1 100 S - 500 Jahre Münzstätte Hall,1989-01-01,140.0
4303,§ 2 100 S - 500 Jahre Münzstätte Hall,1989-01-01,303.0
4304,§ 3 100 S - 500 Jahre Münzstätte Hall,1989-01-01,772.0
4305,§ 1 100 S - 700 Jahre Gmunden,1989-01-01,143.0
4306,§ 2 100 S - 700 Jahre Gmunden,1989-01-01,303.0
4307,§ 3 100 S - 700 Jahre Gmunden,1989-01-01,514.0
4308,§ 1 100 S - 700 Jahre Wiener Neustädter Dom,1989-01-01,137.0
4309,§ 2 100 S - 700 Jahre Wiener Neustädter Dom,1989-01-01,303.0
4310,§ 3 100 S - 700 Jahre Wiener Neustädter Dom,1989-01-01,531.0
4311,§ 1 100 S - 700. Jahrestag der Schlacht bei Dürnkrut und Jedenspeigen,1989-01-01,153.0
4312,§ 2 100 S - 700. Jahrestag der Schlacht bei Dürnkrut und Jedenspeigen,1989-01-01,303.0
4313,§ 3 100 S - 700. Jahrestag der Schlacht bei Dürnkrut und Jedenspeigen,1989-01-01,761.0
4314,§ 1 100 S - 900 Jahre Festung Hohensalzburg,1989-01-01,141.0
4315,§ 2 100 S - 900 Jahre Festung Hohensalzburg,1989-01-01,303.0
4316,§ 3 100 S - 900 Jahre Festung Hohensalzburg,1989-01-01,479.0
4317,§ 1 100 S - ARLBERG-Straßentunnel,1989-01-01,140.0
4318,§ 2 100 S - ARLBERG-Straßentunnel,1989-01-01,303.0
4319,§ 3 100 S - ARLBERG-Straßentunnel,1989-01-01,970.0
4320,§ 1 100 S - Festspiel- und Kongreßhaus Bregenz,1989-01-01,152.0
4321,§ 2 100 S - Festspiel- und Kongreßhaus Bregenz,1989-01-01,303.0
4322,§ 3 100 S - Festspiel- und Kongreßhaus Bregenz,1989-01-01,605.0
4323,§ 1 100 S - Internationales Zentrum Wien,1989-01-01,144.0
4324,§ 2 100 S - Internationales Zentrum Wien,1989-01-01,303.0
4325,§ 3 100 S - Internationales Zentrum Wien,1989-01-01,579.0
4326,§ 1 100 S - Johann Strauß-Jahr 1975,1989-01-01,114.0
4327,§ 2 100 S - Johann Strauß-Jahr 1975,1989-01-01,300.0
4328,§ 3 100 S - Johann Strauß-Jahr 1975,1989-01-01,583.0
4329,§ 1 100 S - XII. Olympische Winterspiele in Innsbruck (1. Ausgabe),1989-01-01,154.0
4330,§ 2 100 S - XII. Olympische Winterspiele in Innsbruck (1. Ausgabe),1989-01-01,300.0
4331,§ 3 100 S - XII. Olympische Winterspiele in Innsbruck (1. Ausgabe),1989-01-01,697.0
4332,§ 1 100 S - XII. Olympische Winterspiele in Innsbruck (2. Ausgabe),1989-01-01,226.0
4333,§ 2 100 S - XII. Olympische Winterspiele in Innsbruck (2. Ausgabe),1989-01-01,303.0
4334,§ 3 100 S - XII. Olympische Winterspiele in Innsbruck (2. Ausgabe),1989-01-01,710.0
4335,§ 1 100 S - XII. Olympische Winterspiele in Innsbruck (3. Ausgabe),1989-01-01,226.0
4336,§ 2 100 S - XII. Olympische Winterspiele in Innsbruck (3. Ausgabe),1989-01-01,303.0
4337,§ 3 100 S - XII. Olympische Winterspiele in Innsbruck (3. Ausgabe),1989-01-01,1220.0
4338,§ 1 100 S - XII. Olympische Winterspiele in Innsbruck (4. Ausgabe),1989-01-01,216.0
4339,§ 2 100 S - XII. Olympische Winterspiele in Innsbruck (4. Ausgabe),1989-01-01,303.0
4340,§ 3 100 S - XII. Olympische Winterspiele in Innsbruck (4. Ausgabe),1989-01-01,754.0
4341,§ 1 1000 S - Bundesgoldmünze,1989-01-01,160.0
4342,§ 2 1000 S - Bundesgoldmünze,1989-01-01,308.0
4343,§ 3 1000 S - Bundesgoldmünze,1989-01-01,463.0
4344,Art. 1 2 Groschen - Scheidemünze,1989-01-01,1129.0
4345,§ 1 20 S - 200 Jahre Diözese Linz,1989-01-01,117.0
4346,§ 2 20 S - 200 Jahre Diözese Linz,1989-01-01,216.0
4347,§ 3 20 S - 200 Jahre Diözese Linz,1989-01-01,757.0
4348,§ 1 20 S - 250. Geburtstag von Joseph Haydn,1989-01-01,143.0
4349,§ 2 20 S - 250. Geburtstag von Joseph Haydn,1989-01-01,216.0
4350,§ 3 20 S - 250. Geburtstag von Joseph Haydn,1989-01-01,686.0
4351,§ 1 20 S - Burg Hochosterwitz,1989-01-01,119.0
4352,§ 2 20 S - Burg Hochosterwitz,1989-01-01,216.0
4353,§ 3 20 S - Burg Hochosterwitz,1989-01-01,723.0
4354,§ 1 20 S - Erzbischof Johann Ernst Graf Thun,1989-01-01,114.0
4355,§ 2 20 S - Erzbischof Johann Ernst Graf Thun,1989-01-01,216.0
4356,§ 3 20 S - Erzbischof Johann Ernst Graf Thun,1989-01-01,952.0
4357,§ 1 20 S – Georgenberger Handfeste,1989-01-01,104.0
4358,§ 2 20 S – Georgenberger Handfeste,1989-01-01,216.0
4359,§ 3 20 S – Georgenberger Handfeste,1989-01-01,817.0
4360,§ 1 20 S – Schloß Grafenegg,1989-01-01,120.0
4361,§ 2 20 S – Schloß Grafenegg,1989-01-01,216.0
4362,§ 3 20 S – Schloß Grafenegg,1989-01-01,742.0
4363,§ 1 20 Schilling – Scheidemünze,1989-01-01,82.0
4364,§ 2 20 Schilling – Scheidemünze,1989-01-01,216.0
4365,§ 3 20 Schilling – Scheidemünze,1989-01-01,858.0
4366,§ 1 25 S – 100. Geburtstag Franz Lehár's,1989-01-01,296.0
4367,§ 2 25 S – 100. Geburtstag Franz Lehár's,1989-01-01,717.0
4368,Art. 7 4. Einführungsverordnung zum Handelsgesetzbuch,1990-08-01,10342.0
4369,Art. 1 § 1 Abfallwirtschaftsgesetz,1990-07-01,2080.0
4370,Art. 1 § 2 Abfallwirtschaftsgesetz,1990-07-01,4061.0
4371,Art. 1 § 3 Abfallwirtschaftsgesetz,1990-07-01,1737.0
4372,Art. 1 § 4 Abfallwirtschaftsgesetz,1990-07-01,453.0
4373,Art. 1 § 5 Abfallwirtschaftsgesetz,1990-07-01,1584.0
4374,Art. 1 § 6 Abfallwirtschaftsgesetz,1990-07-01,1250.0
4375,Art. 1 § 7 Abfallwirtschaftsgesetz,1990-07-01,5059.0
4376,Art. 1 § 8 Abfallwirtschaftsgesetz,1990-07-01,1027.0
4377,Art. 1 § 9 Abfallwirtschaftsgesetz,1990-07-01,3718.0
4378,Art. 1 § 10 Abfallwirtschaftsgesetz,1990-07-01,1241.0
4379,Art. 1 § 11 Abfallwirtschaftsgesetz,1990-07-01,1035.0
4380,Art. 1 § 15 Abfallwirtschaftsgesetz,1990-07-01,4927.0
4381,Art. 1 § 17 Abfallwirtschaftsgesetz,1990-07-01,1656.0
4382,Art. 1 § 18 Abfallwirtschaftsgesetz,1990-07-01,2103.0
4383,Art. 1 § 19 Abfallwirtschaftsgesetz,1990-07-01,1830.0
4384,Art. 1 § 20 Abfallwirtschaftsgesetz,1990-07-01,1610.0
4385,Art. 1 § 21 Abfallwirtschaftsgesetz,1990-07-01,1808.0
4386,Art. 1 § 22 Abfallwirtschaftsgesetz,1990-07-01,1487.0
4387,Art. 1 § 23 Abfallwirtschaftsgesetz,1990-07-01,304.0
4388,Art. 1 § 26 Abfallwirtschaftsgesetz,1990-07-01,3351.0
4389,Art. 1 § 27 Abfallwirtschaftsgesetz,1990-07-01,1355.0
4390,Art. 1 § 28 Abfallwirtschaftsgesetz,1990-07-01,677.0
4391,Art. 1 § 29 Abfallwirtschaftsgesetz,1990-07-01,8715.0
4392,Art. 1 § 30 Abfallwirtschaftsgesetz,1990-07-01,1189.0
4393,Art. 1 § 31 Abfallwirtschaftsgesetz,1990-07-01,1143.0
4394,Art. 1 § 32 Abfallwirtschaftsgesetz,1990-07-01,1663.0
4395,Art. 1 § 33 Abfallwirtschaftsgesetz,1990-07-01,2592.0
4396,Art. 1 § 38 Abfallwirtschaftsgesetz,1990-07-01,1915.0
4397,Art. 1 § 39 Abfallwirtschaftsgesetz,1990-07-01,6517.0
4398,Art. 1 § 40 Abfallwirtschaftsgesetz,1990-07-01,855.0
4399,Art. 1 § 41 Abfallwirtschaftsgesetz,1990-07-01,164.0
4400,Art. 1 § 42 Abfallwirtschaftsgesetz,1990-07-01,944.0
4401,Art. 1 § 43 Abfallwirtschaftsgesetz,1990-07-01,454.0
4402,Art. 1 § 44 Abfallwirtschaftsgesetz,1990-07-01,1324.0
4403,Art. 1 § 45 Abfallwirtschaftsgesetz,1990-07-01,1704.0
4404,Art. 1 § 46 Abfallwirtschaftsgesetz,1990-07-01,2022.0
4405,Art. 2 Abfallwirtschaftsgesetz,1990-07-01,75.0
4406,Art. 3 Abfallwirtschaftsgesetz,1990-07-01,83.0
4407,Art. 4 Abfallwirtschaftsgesetz,1990-07-01,73.0
4408,Art. 5 Abfallwirtschaftsgesetz,1990-07-01,81.0
4409,Art. 6 Abfallwirtschaftsgesetz,1990-07-01,96.0
4410,Art. 7 Abfallwirtschaftsgesetz,1990-07-01,65.0
4411,Art. 8 Abfallwirtschaftsgesetz,1990-07-01,753.0
4412,§ 1 Abkommen mit der Schweiz betreffend bestimmter Käsesorten - Durchführung,1990-10-19,559.0
4413,§ 2 Abkommen mit der Schweiz betreffend bestimmter Käsesorten - Durchführung,1990-10-19,235.0
4414,§ 3 Abkommen mit der Schweiz betreffend bestimmter Käsesorten - Durchführung,1990-10-19,120.0
4415,§ 4 Abkommen mit der Schweiz betreffend bestimmter Käsesorten - Durchführung,1990-10-19,223.0
4416,§ 3 Abwicklung der Bundeswohnbaufonds,1990-01-01,508.0
4417,§ 1 Akademie-Organisationsgesetz 1988,1990-10-01,3145.0
4418,§ 5 Akademie-Organisationsgesetz 1988,1990-10-01,2227.0
4419,§ 7 Akademie-Organisationsgesetz 1988,1990-10-01,2226.0
4420,§ 9 Akademie-Organisationsgesetz 1988,1990-10-01,695.0
4421,§ 11 Akademie-Organisationsgesetz 1988,1990-10-01,1218.0
4422,§ 13 Akademie-Organisationsgesetz 1988,1990-10-01,2470.0
4423,§ 14 Akademie-Organisationsgesetz 1988,1990-10-01,4464.0
4424,§ 16 Akademie-Organisationsgesetz 1988,1990-10-01,2209.0
4425,§ 17 Akademie-Organisationsgesetz 1988,1990-10-01,637.0
4426,§ 18 Akademie-Organisationsgesetz 1988,1990-10-01,928.0
4427,§ 19 Akademie-Organisationsgesetz 1988,1990-10-01,5040.0
4428,§ 20 Akademie-Organisationsgesetz 1988,1990-10-01,1586.0
4429,§ 21 Akademie-Organisationsgesetz 1988,1990-10-01,235.0
4430,§ 22 Akademie-Organisationsgesetz 1988,1990-10-01,2087.0
4431,§ 23 Akademie-Organisationsgesetz 1988,1990-10-01,754.0
4432,§ 27 Akademie-Organisationsgesetz 1988,1990-10-01,3512.0
4433,§ 31 Akademie-Organisationsgesetz 1988,1990-10-01,722.0
4434,§ 37 Akademie-Organisationsgesetz 1988,1990-10-01,882.0
4435,§ 52 Akademie-Organisationsgesetz 1988,1990-10-01,2334.0
4436,§ 53 Akademie-Organisationsgesetz 1988,1990-10-01,1285.0
4437,§ 56 Akademie-Organisationsgesetz 1988,1990-10-01,1009.0
4438,§ 60 Akademie-Organisationsgesetz 1988,1990-10-01,1014.0
4439,§ 70 Akademie-Organisationsgesetz 1988,1990-10-01,1146.0
4440,Art. 2 Akademie-Organisationsgesetz 1988,1990-10-01,654.0
4441,§ 25 Aktiengesetz,1990-08-01,1382.0
4442,§ 42 Aktiengesetz,1990-08-01,1511.0
4443,§ 77 Aktiengesetz,1990-08-01,212.0
4444,§ 95 Aktiengesetz,1990-08-01,2921.0
4445,§ 96 Aktiengesetz,1990-08-01,551.0
4446,§ 98 Aktiengesetz,1990-08-01,705.0
4447,§ 112 Aktiengesetz,1990-08-01,993.0
4448,§ 119 Aktiengesetz,1990-08-01,734.0
4449,§ 120 Aktiengesetz,1990-08-01,112.0
4450,§ 125 Aktiengesetz,1990-08-01,2206.0
4451,§ 127 Aktiengesetz,1990-08-01,727.0
4452,§ 128 Aktiengesetz,1990-08-01,95.0
4453,§ 129 Aktiengesetz,1990-08-01,95.0
4454,§ 130 Aktiengesetz,1990-08-01,945.0
4455,§ 131 Aktiengesetz,1990-08-01,94.0
4456,§ 132 Aktiengesetz,1990-08-01,109.0
4457,§ 133 Aktiengesetz,1990-08-01,98.0
4458,§ 134 Aktiengesetz,1990-08-01,131.0
4459,§ 135 Aktiengesetz,1990-08-01,92.0
4460,§ 136 Aktiengesetz,1990-08-01,96.0
4461,§ 137 Aktiengesetz,1990-08-01,93.0
4462,§ 138 Aktiengesetz,1990-08-01,81.0
4463,§ 139 Aktiengesetz,1990-08-01,82.0
4464,§ 140 Aktiengesetz,1990-08-01,86.0
4465,§ 141 Aktiengesetz,1990-08-01,104.0
4466,§ 142 Aktiengesetz,1990-08-01,201.0
4467,§ 143 Aktiengesetz,1990-08-01,105.0
4468,Art. 1 2. Wohnrechtsänderungsgesetz,1991-03-01,87.0
4469,Art. 2 2. Wohnrechtsänderungsgesetz,1991-03-01,73.0
4470,Art. 3 2. Wohnrechtsänderungsgesetz,1991-03-01,69.0
4471,Art. 4 § 1 2. Wohnrechtsänderungsgesetz,1991-03-01,686.0
4472,Art. 4 § 2 2. Wohnrechtsänderungsgesetz,1991-03-01,1082.0
4473,Art. 4 § 3 2. Wohnrechtsänderungsgesetz,1991-03-01,275.0
4474,Art. 4 § 4 2. Wohnrechtsänderungsgesetz,1991-03-01,1467.0
4475,Art. 5 2. Wohnrechtsänderungsgesetz,1991-03-01,2548.0
4476,Art. 6 4. Einführungsverordnung zum Handelsgesetzbuch,1991-01-01,3602.0
4477,Art. 9 4. Einführungsverordnung zum Handelsgesetzbuch,1991-01-01,209.0
4478,Art. 10 4. Einführungsverordnung zum Handelsgesetzbuch,1991-01-01,649.0
4479,Art. 11 4. Einführungsverordnung zum Handelsgesetzbuch,1991-01-01,221.0
4480,Art. 12 4. Einführungsverordnung zum Handelsgesetzbuch,1991-01-01,102.0
4481,Art. 25 4. Einführungsverordnung zum Handelsgesetzbuch,1991-01-01,248.0
4482,Art. 26 4. Einführungsverordnung zum Handelsgesetzbuch,1991-01-01,1243.0
4483,Art. 1 § 2 5. Staatsvertragsdurchführungsgesetz,1991-01-01,775.0
4484,Art. 1 § 5 5. Staatsvertragsdurchführungsgesetz,1991-01-01,1376.0
4485,Art. 1 § 12 Abfallwirtschaftsgesetz,1991-01-01,2524.0
4486,Art. 1 § 13 Abfallwirtschaftsgesetz,1991-01-01,1131.0
4487,Art. 1 § 14 Abfallwirtschaftsgesetz,1991-01-01,1972.0
4488,Art. 1 § 16 Abfallwirtschaftsgesetz,1991-01-01,785.0
4489,Art. 1 § 24 Abfallwirtschaftsgesetz,1991-01-01,1569.0
4490,Art. 1 § 25 Abfallwirtschaftsgesetz,1991-01-01,1553.0
4491,Art. 1 § 34 Abfallwirtschaftsgesetz,1991-01-01,2696.0
4492,Art. 1 § 36 Abfallwirtschaftsgesetz,1991-01-01,927.0
4493,Art. 1 § 37 Abfallwirtschaftsgesetz,1991-01-01,1925.0
4494,§ 14 Abgabe auf bestimmte Stärkeerzeugnisse,1991-12-28,160.0
4495,Art. 2 Abgabe auf bestimmte Stärkeerzeugnisse,1991-07-26,480.0
4496,§ 19 Aktiengesetz,1991-01-01,678.0
4497,§ 20 Aktiengesetz,1991-01-01,1149.0
